time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-06T09:39:26.300Z,35.5745,-117.5125,6.67,2.83,ml,9,93,0.04271,0.19,ci,ci38461047,2019-07-07T02:02:19.617Z,"16km ESE of Ridgecrest, CA",earthquake,0.52,1.07,0.224,34,reviewed,ci,ci
2019-07-06T09:39:06.540Z,35.8258333,-117.6515,1.63,2.54,ml,17,73,0.04502,0.21,ci,ci38461039,2019-07-06T09:43:02.445Z,"23km N of Ridgecrest, CA",earthquake,0.34,0.56,0.236,27,automatic,ci,ci
2019-07-06T09:38:30.700Z,35.8566667,-117.6283333,6.47,2.66,ml,20,67,0.08178,0.27,ci,ci38461031,2019-07-06T19:34:44.275Z,"22km WNW of Searles Valley, CA",earthquake,0.51,1.43,0.14,26,automatic,ci,ci
2019-07-06T09:36:39.400Z,35.8688316,-117.7050018,4.32,3.24,ml,31,55,0.1218,0.18,ci,ci38461023,2019-07-06T19:39:54.357Z,"20km ESE of Little Lake, CA",earthquake,0.29,1.26,0.248,22,reviewed,ci,ci
2019-07-06T09:35:49.750Z,35.9011667,-117.7016667,2.66,2.7,ml,23,44,0.08816,0.17,ci,ci38461015,2019-07-06T22:37:27.860Z,"19km ESE of Little Lake, CA",earthquake,0.23,0.4,0.116,27,automatic,ci,ci
2019-07-06T09:34:27.970Z,35.8846667,-117.7108333,4.61,3.51,mlr,20,51,0.07994,0.23,ci,ci38461007,2019-07-07T09:51:05.470Z,"19km ESE of Little Lake, CA",earthquake,0.35,0.77,0.134,10,reviewed,ci,ci
2019-07-06T09:33:59.770Z,35.8903333,-117.725,3.78,3.57,mlr,34,57,0.0878,0.22,ci,ci38460999,2019-07-07T09:48:39.416Z,"17km ESE of Little Lake, CA",earthquake,0.2,0.66,0.135,131,reviewed,ci,ci
2019-07-06T09:33:25.100Z,35.8751678,-117.7220001,7.68,3.33,ml,31,38,0.07504,0.18,ci,ci38460991,2019-07-06T19:35:53.339Z,"18km ESE of Little Lake, CA",earthquake,0.3,0.87,0.319,22,reviewed,ci,ci
2019-07-06T09:30:40.890Z,35.9029999,-117.7365036,-0.58,4.49,mw,41,43,0.2941,0.19,ci,ci38460983,2019-07-07T09:42:37.842Z,"16km ESE of Little Lake, CA",earthquake,0.16,0.78,,6,reviewed,ci,ci
2019-07-06T09:29:20.990Z,35.8831673,-117.7236633,2.9,4.46,mlr,42,42,0.1917,0.2,ci,ci38460975,2019-07-07T09:38:00.789Z,"18km ESE of Little Lake, CA",earthquake,0.21,0.96,0.206,25,reviewed,ci,ci
2019-07-06T09:28:28.980Z,35.898,-117.7271667,3.95,4.89,mw,67,37,0.0896,0.16,ci,ci38460967,2019-07-08T02:16:43.744Z,"17km ESE of Little Lake, CA",earthquake,0.13,0.38,,6,reviewed,ci,ci
2019-07-06T09:27:59.860Z,35.947834,-117.7426682,2.65,2.95,ml,21,64,0.06089,0.14,ci,ci38460959,2019-07-07T00:52:22.518Z,"15km E of Little Lake, CA",earthquake,0.31,0.51,0.178,4,reviewed,ci,ci
2019-07-06T09:27:08.530Z,35.6155014,-117.5846634,9.91,3.53,ml,53,32,0.1039,0.19,ci,ci38460951,2019-07-07T09:28:40.335Z,"8km E of Ridgecrest, CA",earthquake,0.18,0.42,0.287,17,reviewed,ci,ci
2019-07-06T09:26:57.910Z,35.8928333,-117.7165,1.8,2.74,ml,25,38,0.09283,0.25,ci,ci38460943,2019-07-06T09:30:44.763Z,"18km ESE of Little Lake, CA",earthquake,0.34,0.62,0.172,18,automatic,ci,ci
2019-07-06T09:24:23.270Z,35.7999992,-117.6315002,3.21,3.59,mw,36,54,0.1088,0.23,ci,ci38460927,2019-07-07T09:25:57.044Z,"20km NNE of Ridgecrest, CA",earthquake,0.29,0.99,,4,reviewed,ci,ci
2019-07-06T09:23:41.610Z,36.0616684,-117.8525009,1.1,3.01,ml,37,54,0.05583,0.16,ci,ci38460911,2019-07-07T00:53:26.092Z,"9km ENE of Coso Junction, CA",earthquake,0.21,0.32,0.24,25,reviewed,ci,ci
2019-07-06T09:21:23.010Z,35.7475014,-117.5709991,3.99,3.13,ml,40,44,0.07142,0.18,ci,ci38460895,2019-07-07T00:53:40.467Z,"15km W of Searles Valley, CA",earthquake,0.2,0.64,0.248,23,reviewed,ci,ci
2019-07-06T09:20:59.370Z,35.8741684,-117.7236633,6.69,3.07,ml,38,32,0.07354,0.16,ci,ci38460887,2019-07-07T00:53:46.834Z,"18km ESE of Little Lake, CA",earthquake,0.24,0.57,0.246,21,reviewed,ci,ci
2019-07-06T09:19:40.700Z,35.9026667,-117.6958333,1.98,2.48,ml,13,50,0.1093,0.15,ci,ci38460871,2019-07-06T20:39:05.832Z,"19km E of Little Lake, CA",earthquake,0.25,0.47,0.088,26,automatic,ci,ci
2019-07-06T09:19:18.600Z,35.8258333,-117.65,4.2,2.71,ml,27,38,0.04383,0.2,ci,ci38460863,2019-07-06T09:30:18.240Z,"23km N of Ridgecrest, CA",earthquake,0.27,0.62,0.199,25,automatic,ci,ci
2019-07-06T09:17:44.770Z,35.7126667,-117.5276667,12.19,2.74,ml,21,76,0.1175,0.23,ci,ci38460855,2019-07-06T09:21:41.715Z,"13km WSW of Searles Valley, CA",earthquake,0.44,1.04,0.183,25,automatic,ci,ci
2019-07-06T09:16:35.070Z,35.9146667,-117.7125,2.98,2.56,ml,26,43,0.09213,0.21,ci,ci38460839,2019-07-06T09:20:22.598Z,"18km E of Little Lake, CA",earthquake,0.28,1.57,0.178,25,automatic,ci,ci
2019-07-06T09:15:42.560Z,35.8695,-117.6895,3.42,2.49,ml,15,50,0.092,0.31,ci,ci38460831,2019-07-06T09:19:38.785Z,"21km ESE of Little Lake, CA",earthquake,0.51,1.95,0.141,26,automatic,ci,ci
2019-07-06T09:14:51.090Z,35.9125,-117.7346667,3.13,2.81,ml,20,46,0.07678,0.19,ci,ci38460823,2019-07-06T09:18:36.776Z,"16km E of Little Lake, CA",earthquake,0.32,1.27,0.245,25,automatic,ci,ci
2019-07-06T09:12:39.550Z,35.7693329,-117.4974976,6.86,2.97,ml,25,142,0.09357,0.51,ci,ci38460791,2019-07-07T00:54:03.256Z,"8km W of Searles Valley, CA",earthquake,0.98,2.57,0.35,21,reviewed,ci,ci
2019-07-06T09:11:58.680Z,35.9113333,-117.7466667,4.46,2.5,ml,23,48,0.06903,0.22,ci,ci38460783,2019-07-06T09:15:45.723Z,"15km E of Little Lake, CA",earthquake,0.38,0.92,0.19,25,automatic,ci,ci
2019-07-06T09:08:03.370Z,35.882,-117.7298355,4.56,3.41,ml,43,39,0.07862,0.18,ci,ci38460743,2019-07-06T22:21:10.188Z,"17km ESE of Little Lake, CA",earthquake,0.22,0.61,0.302,20,reviewed,ci,ci
2019-07-06T09:07:10.470Z,35.7366667,-117.5683333,6.85,2.66,ml,24,66,0.08239,0.21,ci,ci38460735,2019-07-06T09:11:05.141Z,"15km WSW of Searles Valley, CA",earthquake,0.3,0.89,0.094,25,automatic,ci,ci
2019-07-06T09:06:21.770Z,35.6713333,-117.4720001,2.85,3.38,ml,49,56,0.08502,0.16,ci,ci38460727,2019-07-06T19:34:29.008Z,"12km SSW of Searles Valley, CA",earthquake,0.18,0.41,0.238,18,reviewed,ci,ci
2019-07-06T09:04:10.730Z,35.8473333,-117.6775,3.58,2.59,ml,13,75,0.07224,0.25,ci,ci38460695,2019-07-06T09:08:09.849Z,"23km ESE of Little Lake, CA",earthquake,0.49,1.36,0.099,26,automatic,ci,ci
2019-07-06T09:04:03.090Z,35.7068333,-117.5576667,11.01,2.5,ml,18,73,0.1134,0.22,ci,ci38460687,2019-07-06T20:38:53.366Z,"14km NE of Ridgecrest, CA",earthquake,0.47,0.94,0.149,7,automatic,ci,ci
2019-07-06T09:03:08.730Z,35.6666679,-117.302002,-0.82,3,ml,23,224,0.1503,0.56,ci,ci38460671,2019-07-07T00:54:52.446Z,"13km SSE of Trona, CA",earthquake,2.3,2.73,0.225,24,reviewed,ci,ci
2019-07-06T09:02:58.400Z,35.9196667,-117.761,7.79,2.8,ml,8,83,0.05474,0.2,ci,ci38460679,2019-07-06T09:07:00.843Z,"13km E of Little Lake, CA",earthquake,0.83,2.04,0.31,19,automatic,ci,ci
2019-07-06T09:02:43.700Z,19.1698,-65.1673,21,2.45,md,4,339,1.2332,0.11,pr,pr2019187007,2019-07-06T13:59:59.619Z,"94km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.05,12.58,0.04,3,reviewed,pr,pr
2019-07-06T09:02:22.200Z,35.5708333,-117.362,4.34,3.03,ml,23,75,0.04583,0.17,ci,ci38460655,2019-07-06T22:21:20.338Z,"22km S of Trona, CA",earthquake,0.23,0.44,0.174,59,reviewed,ci,ci
2019-07-06T09:02:08.840Z,35.5836667,-117.6823333,8.88,2.56,ml,5,222,0.2416,0.13,ci,ci38460663,2019-07-06T09:05:55.838Z,"4km S of Ridgecrest, CA",earthquake,2.1,31.61,0.151,3,automatic,ci,ci
2019-07-06T09:00:56.150Z,35.8981667,-117.7336667,2.83,3.22,ml,17,75,0.08523,0.16,ci,ci38460647,2019-07-06T19:43:08.194Z,"16km ESE of Little Lake, CA",earthquake,0.31,0.57,0.227,13,reviewed,ci,ci
2019-07-06T08:59:57.440Z,35.551,-117.386,4.7,3.96,mw,10,177,0.03134,0.08,ci,ci38460639,2019-07-07T09:04:23.803Z,"24km S of Trona, CA",earthquake,0.32,0.21,,4,reviewed,ci,ci
2019-07-06T08:59:55.970Z,35.6183319,-117.4166641,2.77,4.09,mw,56,47,0.04885,0.36,ci,ci38460631,2019-07-07T09:02:13.336Z,"17km SSW of Trona, CA",earthquake,0.31,0.56,,6,reviewed,ci,ci
2019-07-06T08:58:58.940Z,35.9103333,-117.7301667,2.89,2.51,ml,26,40,0.08102,0.18,ci,ci38460615,2019-07-06T09:09:47.660Z,"16km E of Little Lake, CA",earthquake,0.26,0.74,0.339,23,automatic,ci,ci
2019-07-06T08:57:50.250Z,35.6738333,-117.5416667,8.86,2.71,ml,17,95,0.1086,0.15,ci,ci38460607,2019-07-06T09:01:41.280Z,"14km ENE of Ridgecrest, CA",earthquake,0.35,0.98,0.126,33,automatic,ci,ci
2019-07-06T08:57:08.370Z,35.667,-117.4226667,8.64,2.76,ml,13,152,0.08654,0.32,ci,ci38460599,2019-07-06T20:29:11.697Z,"11km S of Searles Valley, CA",earthquake,1.14,3.06,0.307,26,automatic,ci,ci
2019-07-06T08:56:15.390Z,35.8353333,-117.6575,4.73,2.49,ml,14,80,0.05253,0.09,ci,ci38460583,2019-07-06T20:28:55.816Z,"24km N of Ridgecrest, CA",earthquake,0.22,0.41,0.151,26,automatic,ci,ci
2019-07-06T08:50:53.360Z,35.6341667,-117.4318333,5.92,2.57,ml,19,97,0.05361,0.15,ci,ci38460527,2019-07-06T13:46:40.160Z,"15km S of Searles Valley, CA",earthquake,0.31,0.72,0.211,26,automatic,ci,ci
2019-07-06T08:48:28.420Z,35.6561667,-117.5011667,2.66,2.45,ml,22,63,0.07642,0.19,ci,ci38460487,2019-07-06T13:17:27.430Z,"15km SW of Searles Valley, CA",earthquake,0.32,0.7,0.102,25,automatic,ci,ci
2019-07-06T08:46:32.640Z,35.6778336,-117.5970001,5.47,3.3,ml,45,56,0.1258,0.25,ci,ci38460471,2019-07-06T19:38:40.036Z,"10km NE of Ridgecrest, CA",earthquake,0.25,1.17,0.257,20,reviewed,ci,ci
2019-07-06T08:43:09.830Z,35.7006667,-117.5088333,10.49,2.64,ml,16,102,0.1201,0.17,ci,ci38460439,2019-07-06T13:38:23.938Z,"12km SW of Searles Valley, CA",earthquake,0.3,0.76,0.119,32,automatic,ci,ci
2019-07-06T08:42:46.950Z,35.6465,-117.4338333,8.38,2.73,ml,19,94,0.06418,0.14,ci,ci38460431,2019-07-06T20:23:08.895Z,"14km SSW of Searles Valley, CA",earthquake,0.3,0.66,0.151,29,automatic,ci,ci
2019-07-06T08:41:33.060Z,35.7029991,-117.5076675,2.43,3.42,ml,54,61,0.122,0.18,ci,ci38460415,2019-07-06T19:33:24.752Z,"12km SW of Searles Valley, CA",earthquake,0.16,0.33,0.263,18,reviewed,ci,ci
2019-07-06T08:40:45.670Z,35.8996667,-117.7041667,5.62,2.82,ml,18,44,0.1034,0.18,ci,ci38460399,2019-07-06T13:37:50.879Z,"19km ESE of Little Lake, CA",earthquake,0.32,1.38,0.142,18,automatic,ci,ci
2019-07-06T08:40:30.700Z,35.6071667,-117.4175,4.23,3.22,ml,9,126,0.04186,0.14,ci,ci38460391,2019-07-06T19:43:06.171Z,"18km S of Trona, CA",earthquake,0.33,0.51,0.418,5,reviewed,ci,ci
2019-07-06T08:39:42.800Z,35.9226685,-117.7115021,1.84,3.12,ml,31,57,0.09021,0.16,ci,ci38460375,2019-07-07T00:54:35.008Z,"18km E of Little Lake, CA",earthquake,0.22,0.35,0.252,24,reviewed,ci,ci
2019-07-06T08:39:03.930Z,35.9141667,-117.7346667,6.66,2.48,ml,17,53,0.076,0.06,ci,ci38460367,2019-07-08T01:33:09.974Z,"16km E of Little Lake, CA",earthquake,0.13,0.33,0.115,15,reviewed,ci,ci
2019-07-06T08:38:41.520Z,35.9675,-117.312,3.97,2.57,ml,16,69,0.07986,0.23,ci,ci38460359,2019-07-06T20:22:36.342Z,"23km NNE of Trona, CA",earthquake,0.5,1.26,0.197,22,automatic,ci,ci
2019-07-06T08:36:48.940Z,35.6776657,-117.4923325,1.31,3.08,ml,23,73,0.09422,0.15,ci,ci38460335,2019-07-07T00:54:55.408Z,"13km SW of Searles Valley, CA",earthquake,0.22,0.48,0.257,26,reviewed,ci,ci
2019-07-06T08:35:25.880Z,35.8133333,-117.637,6.09,2.83,ml,16,59,0.03219,0.16,ci,ci38460319,2019-07-06T08:39:07.378Z,"22km WNW of Searles Valley, CA",earthquake,0.3,0.6,0.128,6,automatic,ci,ci
2019-07-06T08:32:57.540Z,35.6373329,-117.4933319,2.45,4.56,mw,71,39,0.05671,0.21,ci,ci38460311,2019-07-07T08:37:03.715Z,"17km SSW of Searles Valley, CA",earthquake,0.2,0.48,,6,reviewed,ci,ci
2019-07-06T08:32:49.880Z,35.7176667,-117.5425,7.25,2.63,ml,19,68,0.1076,0.19,ci,ci38460303,2019-07-06T08:36:31.327Z,"14km WSW of Searles Valley, CA",earthquake,0.33,0.93,0.149,8,automatic,ci,ci
2019-07-06T08:32:32.930Z,35.6201667,-117.435,6.42,2.64,ml,21,122,0.04025,0.21,ci,ci38460295,2019-07-06T12:58:34.974Z,"17km S of Searles Valley, CA",earthquake,0.39,0.96,0.132,27,automatic,ci,ci
2019-07-06T08:31:09.330Z,35.8951683,-117.7228317,4.18,3.23,ml,42,43,0.09293,0.15,ci,ci38460279,2019-07-07T00:55:13.914Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.49,0.262,21,reviewed,ci,ci
2019-07-06T08:30:20.280Z,35.6931667,-117.4748333,0.36,2.51,ml,12,104,0.1578,0.26,ci,ci38460271,2019-07-06T08:34:23.162Z,"10km SW of Searles Valley, CA",earthquake,0.63,31.61,0.181,26,automatic,ci,ci
2019-07-06T08:29:10.930Z,35.9263333,-117.6915,0.5,2.97,ml,16,50,0.105,0.18,ci,ci38460263,2019-07-07T00:55:26.221Z,"19km E of Little Lake, CA",earthquake,0.26,0.54,0.171,9,reviewed,ci,ci
2019-07-06T08:28:33.730Z,35.6311684,-117.4071655,2.52,3.51,ml,62,46,0.06323,0.15,ci,ci38460255,2019-07-07T08:29:37.092Z,"15km S of Trona, CA",earthquake,0.15,0.33,0.171,18,reviewed,ci,ci
2019-07-06T08:27:53.200Z,35.8945,-117.726,4.27,2.7,ml,20,41,0.09139,0.24,ci,ci38460247,2019-07-06T08:31:52.246Z,"17km ESE of Little Lake, CA",earthquake,0.38,1.06,0.176,15,automatic,ci,ci
2019-07-06T08:27:32.220Z,35.7996667,-117.5851667,12.05,2.77,ml,13,154,0.01892,0.22,ci,ci38460231,2019-07-06T08:31:13.241Z,"17km WNW of Searles Valley, CA",earthquake,0.67,0.86,0.146,3,automatic,ci,ci
2019-07-06T08:26:49.730Z,35.6543333,-117.333,6.91,3.42,ml,25,70,0.1251,0.37,ci,ci38460223,2019-07-06T21:55:09.890Z,"13km SSE of Trona, CA",earthquake,0.62,1.25,0.152,147,reviewed,ci,ci
2019-07-06T08:24:04.440Z,35.892,-117.7303333,3.13,2.74,ml,23,41,0.08787,0.23,ci,ci38460199,2019-07-06T08:27:58.607Z,"17km ESE of Little Lake, CA",earthquake,0.36,1.66,0.169,26,automatic,ci,ci
2019-07-06T08:23:19.300Z,35.9075,-117.6971667,7.43,2.49,ml,16,90,0.1064,0.09,ci,ci38460183,2019-07-06T08:27:04.600Z,"19km E of Little Lake, CA",earthquake,0.22,0.64,0.156,25,automatic,ci,ci
2019-07-06T08:22:03.710Z,35.67,-117.5503333,4.46,2.83,ml,25,59,0.11,0.16,ci,ci38460175,2019-07-06T08:25:43.592Z,"13km ENE of Ridgecrest, CA",earthquake,0.22,0.77,0.113,26,automatic,ci,ci
2019-07-06T08:20:29.690Z,35.9031667,-117.6955,5.11,2.67,ml,25,46,0.1094,0.22,ci,ci38460151,2019-07-06T08:24:19.587Z,"19km E of Little Lake, CA",earthquake,0.34,2.08,0.144,24,automatic,ci,ci
2019-07-06T08:18:29.010Z,35.6885,-117.5313333,4.84,2.76,ml,23,60,0.1163,0.16,ci,ci38460135,2019-07-06T20:20:03.597Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.87,0.113,26,automatic,ci,ci
2019-07-06T08:17:56.220Z,35.9155,-117.7261667,1.6,2.63,ml,19,42,0.08161,0.19,ci,ci38460127,2019-07-06T08:21:50.541Z,"16km E of Little Lake, CA",earthquake,0.31,0.51,0.128,26,automatic,ci,ci
2019-07-06T08:15:28.050Z,35.84,-117.6758333,2.82,2.47,ml,21,44,0.0681,0.17,ci,ci38460087,2019-07-06T08:19:17.527Z,"23km ESE of Little Lake, CA",earthquake,0.26,0.44,0.13,25,automatic,ci,ci
2019-07-06T08:14:36.860Z,35.8618333,-117.6715,0.85,2.56,ml,19,54,0.0757,0.22,ci,ci38460079,2019-07-06T08:18:27.524Z,"23km ESE of Little Lake, CA",earthquake,0.35,0.77,0.098,25,automatic,ci,ci
2019-07-06T08:13:40.560Z,35.7896667,-117.6231667,8.1,2.7,ml,16,79,0.03335,0.19,ci,ci38460063,2019-07-06T08:17:33.522Z,"19km NNE of Ridgecrest, CA",earthquake,0.39,0.91,0.151,26,automatic,ci,ci
2019-07-06T08:12:55.220Z,35.7278333,-117.4638333,16.13,2.66,ml,14,191,0.1397,0.26,ci,ci38460055,2019-07-06T20:19:54.119Z,"7km SW of Searles Valley, CA",earthquake,0.86,1.66,0.182,29,automatic,ci,ci
2019-07-06T08:10:50.060Z,35.9143333,-117.7174988,2.35,3.62,mw,50,38,0.08852,0.14,ci,ci38460039,2019-07-07T08:14:13.153Z,"17km E of Little Lake, CA",earthquake,0.18,0.39,,4,reviewed,ci,ci
2019-07-06T08:10:00.720Z,35.8811667,-117.7098333,2.26,2.59,ml,21,43,0.08514,0.28,ci,ci38460031,2019-07-06T20:18:51.844Z,"19km ESE of Little Lake, CA",earthquake,0.43,0.68,0.189,26,automatic,ci,ci
2019-07-06T08:09:04.260Z,35.8483315,-117.6445007,12.05,2.7,ml,24,82,0.05016,0.41,ci,ci38460023,2019-07-06T08:19:50.570Z,"24km WNW of Searles Valley, CA",earthquake,0.65,1.57,0.245,25,automatic,ci,ci
2019-07-06T08:07:05.210Z,35.889,-117.7096667,3.67,2.7,ml,22,82,0.09195,0.16,ci,ci38460007,2019-07-06T08:10:49.643Z,"18km ESE of Little Lake, CA",earthquake,0.29,0.85,0.138,25,automatic,ci,ci
2019-07-06T08:06:16.190Z,35.8298333,-117.6758333,4.23,2.47,ml,15,69,0.06519,0.24,ci,ci38459999,2019-07-06T17:37:46.485Z,"23km N of Ridgecrest, CA",earthquake,0.44,0.97,0.209,5,automatic,ci,ci
2019-07-06T08:05:55.530Z,35.885,-117.7243333,7.09,2.57,ml,16,76,0.08309,0.16,ci,ci38459991,2019-07-06T08:09:36.357Z,"17km ESE of Little Lake, CA",earthquake,0.38,1.06,0.155,28,automatic,ci,ci
2019-07-06T08:05:23.070Z,35.6195,-117.4425,0.17,2.61,ml,18,96,0.03663,0.15,ci,ci38459983,2019-07-06T08:09:16.755Z,"17km SSW of Searles Valley, CA",earthquake,0.26,31.61,0.114,26,automatic,ci,ci
2019-07-06T08:04:42.270Z,35.8918333,-117.72,2.03,2.54,ml,23,42,0.09074,0.31,ci,ci38459975,2019-07-06T08:08:29.758Z,"18km ESE of Little Lake, CA",earthquake,0.5,0.9,0.156,25,automatic,ci,ci
2019-07-06T08:04:01.640Z,35.9486667,-117.6758333,6.17,2.59,ml,20,59,0.1151,0.25,ci,ci38459967,2019-07-06T23:19:04.355Z,"21km E of Little Lake, CA",earthquake,0.48,1.79,0.231,25,automatic,ci,ci
2019-07-06T08:00:59.320Z,35.7543335,-117.4781647,-0.78,3.19,ml,42,80,0.1148,0.61,ci,ci38459943,2019-07-07T00:56:03.274Z,"7km WSW of Searles Valley, CA",earthquake,0.64,1.16,0.285,22,reviewed,ci,ci
2019-07-06T07:59:47.780Z,35.6978333,-117.5131667,1.34,2.72,ml,25,62,0.1186,0.15,ci,ci38459927,2019-07-06T20:18:04.435Z,"12km SW of Searles Valley, CA",earthquake,0.22,0.51,0.194,26,automatic,ci,ci
2019-07-06T07:59:46.116Z,65.4297,-162.6133,5.7,2.8,ml,,,,0.72,ak,ak0198le0oe2,2019-07-06T08:07:19.072Z,"163km S of Kotzebue, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-07-06T07:59:01.810Z,35.735,-117.5083333,11.99,2.63,ml,19,101,0.1084,0.31,ci,ci38459919,2019-07-06T08:02:58.449Z,"10km WSW of Searles Valley, CA",earthquake,0.7,1.72,0.272,25,automatic,ci,ci
2019-07-06T07:56:03.680Z,35.6728325,-117.4743347,1.86,3.68,mlr,49,54,0.08671,0.16,ci,ci38459895,2019-07-07T08:04:55.271Z,"12km SSW of Searles Valley, CA",earthquake,0.17,0.45,0.231,28,reviewed,ci,ci
2019-07-06T07:54:46.600Z,35.7039986,-117.5579987,7.06,3.91,mlr,64,43,0.116,0.21,ci,ci38459887,2019-07-07T07:57:36.652Z,"14km NE of Ridgecrest, CA",earthquake,0.18,0.73,0.261,15,reviewed,ci,ci
2019-07-06T07:53:26.070Z,35.9161667,-117.6818333,1.22,2.64,ml,20,51,0.1151,0.15,ci,ci38459871,2019-07-06T07:57:12.896Z,"20km E of Little Lake, CA",earthquake,0.26,0.47,0.092,13,automatic,ci,ci
2019-07-06T07:52:24.550Z,35.885334,-117.7301636,4.46,3.75,mlr,41,38,0.09557,0.16,ci,ci38459863,2019-07-07T07:54:00.065Z,"17km ESE of Little Lake, CA",earthquake,0.18,0.43,0.244,15,reviewed,ci,ci
2019-07-06T07:52:11.640Z,35.8041649,-117.6281662,1.93,3.14,ml,51,42,0.1112,0.21,ci,ci38459855,2019-07-07T00:56:20.986Z,"21km WNW of Searles Valley, CA",earthquake,0.22,0.5,0.352,24,reviewed,ci,ci
2019-07-06T07:51:30.970Z,35.6331667,-117.435,4.32,2.62,ml,17,122,0.05157,0.18,ci,ci38459847,2019-07-06T07:55:44.824Z,"15km S of Searles Valley, CA",earthquake,0.42,0.75,0.154,29,automatic,ci,ci
2019-07-06T07:50:02.070Z,35.7026672,-117.5578308,3.71,3.22,ml,35,76,0.1174,0.15,ci,ci38459839,2019-07-06T20:14:56.872Z,"14km NE of Ridgecrest, CA",earthquake,0.22,0.75,0.236,22,reviewed,ci,ci
2019-07-06T07:48:59.980Z,35.6018333,-117.3955,7.39,3.08,ml,19,104,0.05647,0.12,ci,ci38459831,2019-07-07T00:56:38.707Z,"18km S of Trona, CA",earthquake,0.27,0.81,0.145,25,reviewed,ci,ci
2019-07-06T07:46:16.870Z,35.7816658,-117.5934982,8.02,3.06,ml,37,54,0.03416,0.24,ci,ci38459807,2019-07-07T00:56:52.001Z,"17km W of Searles Valley, CA",earthquake,0.3,0.88,0.283,23,reviewed,ci,ci
2019-07-06T07:45:41.330Z,35.646,-117.4825,1.59,2.65,ml,21,64,0.06163,0.23,ci,ci38459799,2019-07-06T07:56:28.750Z,"15km SSW of Searles Valley, CA",earthquake,0.4,0.93,0.095,28,automatic,ci,ci
2019-07-06T07:43:25.370Z,35.7321667,-117.6905,10.34,2.61,ml,20,101,0.06296,0.35,ci,ci38459767,2019-07-06T07:47:14.663Z,"12km N of Ridgecrest, CA",earthquake,0.96,1.57,0.193,25,automatic,ci,ci
2019-07-06T07:42:12.390Z,35.538,-117.4201667,1.19,2.79,ml,12,111,0.04721,0.27,ci,ci38459759,2019-07-06T18:46:38.586Z,"25km ESE of Ridgecrest, CA",earthquake,0.59,1.08,0.294,28,automatic,ci,ci
2019-07-06T07:40:28.210Z,35.8376667,-117.6391667,13.06,2.75,ml,15,85,0.04031,0.21,ci,ci38459735,2019-07-06T07:44:12.015Z,"23km WNW of Searles Valley, CA",earthquake,0.52,0.88,0.13,26,automatic,ci,ci
2019-07-06T07:39:28.490Z,35.6701667,-117.458,10.12,2.51,ml,18,92,0.08355,0.18,ci,ci38459719,2019-07-06T07:43:21.104Z,"12km SSW of Searles Valley, CA",earthquake,0.36,0.76,0.222,26,automatic,ci,ci
2019-07-06T07:37:00.170Z,35.7533333,-117.5811667,5.97,2.79,ml,21,83,0.06368,0.17,ci,ci38459679,2019-07-06T17:37:23.870Z,"16km W of Searles Valley, CA",earthquake,0.32,0.75,0.052,9,automatic,ci,ci
2019-07-06T07:36:09.700Z,35.6568333,-117.481,1.76,2.67,ml,20,64,0.07183,0.22,ci,ci38459663,2019-07-06T07:39:51.956Z,"14km SSW of Searles Valley, CA",earthquake,0.32,0.75,0.249,26,automatic,ci,ci
2019-07-06T07:35:24.820Z,35.695,-117.5498333,4.54,2.87,ml,21,83,0.1266,0.19,ci,ci38459655,2019-07-06T07:39:17.950Z,"14km NE of Ridgecrest, CA",earthquake,0.32,1,0.09,33,automatic,ci,ci
2019-07-06T07:34:55.490Z,35.9353333,-117.7151642,2.36,3.19,ml,36,74,0.08437,0.19,ci,ci38459647,2019-07-07T00:57:02.456Z,"17km E of Little Lake, CA",earthquake,0.24,0.49,0.26,23,reviewed,ci,ci
2019-07-06T07:34:23.950Z,35.8928333,-117.7118333,5.05,2.9,ml,19,59,0.09449,0.23,ci,ci38459639,2019-07-07T00:57:12.047Z,"18km ESE of Little Lake, CA",earthquake,0.45,1.98,0.169,26,reviewed,ci,ci
2019-07-06T07:31:14.480Z,35.7013321,-117.5028305,1.8,3.5,mlr,53,46,0.1193,0.18,ci,ci38459599,2019-07-07T07:32:57.236Z,"12km SW of Searles Valley, CA",earthquake,0.17,0.44,0.282,17,reviewed,ci,ci
2019-07-06T07:30:51.280Z,35.677,-117.5198333,4.31,2.8,ml,26,61,0.1018,0.19,ci,ci38459591,2019-07-06T07:41:35.560Z,"14km SW of Searles Valley, CA",earthquake,0.27,0.87,0.127,25,automatic,ci,ci
2019-07-06T07:30:04.550Z,35.8745,-117.7043333,2.95,2.7,ml,21,50,0.1047,0.19,ci,ci38459583,2019-07-06T20:14:22.638Z,"20km ESE of Little Lake, CA",earthquake,0.28,1.12,0.148,26,automatic,ci,ci
2019-07-06T07:28:44.260Z,35.902668,-117.364502,2.65,3.07,ml,14,242,0.06694,0.71,ci,ci38459567,2019-07-07T00:57:18.195Z,"16km NNE of Searles Valley, CA",earthquake,6.69,36.17,0.305,26,reviewed,ci,ci
